title,genre,final
Pretty Rhythm Aurora Dream ,"['music', 'thể thao', 'shoujo']",pretty rhythm aurora dream
K-Project ,"['hành động', 'siêu nhiên', 'siêu năng lực']",k-project
"Toàn Chức Pháp Sư Phần 2, Quanzhi Fashi 2","['siêu năng lực', 'võ thuật', 'cartoon', 'isekai']",toàn chức pháp sư quanzhi fashi
Motto To-Love-Ru ,"['học đường', 'hài hước', 'ecchi', 'harem', 'shounen', 'viễn tưởng']",motto to-love-ru
NOBLESSE,"['hành động', 'học đường', 'ma cà rồng', 'siêu nhiên']",noblesse
Hagane no Renkinjutsushi ,"['hành động', 'phiêu lưu', 'hài hước', 'drama', 'giả tưởng', 'phép thuật', 'shounen', 'quân đội']",hagane no renkinjutsushi
Nambaka ,"['hành động', 'hài hước', 'drama']",nambaka
Rewrite Season 1 [Bluray],"['hành động', 'học đường', 'hài hước', 'tình yêu']",rewrite
Violet Evergarden,"['drama', 'giả tưởng']",violet evergarden
Spirit Chronicles,"['hành động', 'phiêu lưu', 'drama', 'harem', 'giả tưởng', 'tình yêu', 'isekai']",spirit chronicles
"Lũ ngốc, Bài kiểm tra và Linh thú triệu hồi ","['học đường', 'hài hước', 'tình yêu', 'siêu năng lực']",lũ ngốc bài kiểm tra và linh thú triệu hồi
Diabolik Lovers,"['học đường', 'harem', 'ma cà rồng', 'shoujo']",diabolik lovers
Ladies vs. Butlers! ,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'seinen']",ladies vs butlers
"JoJo's Bizarre Adventure: Diamond is Unbreakable, JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, Diamond is not Crash","['hành động', 'học đường', 'hài hước', 'drama', 'siêu nhiên', 'shounen']",jojo's bizarre adventure: diamond is unbreakable jojo no kimyou na bouken: diamond wa kudakenai diamond is not crash
The Promised Neverland,"['kinh dị', 'bỉ ẩn', 'shounen', 'viễn tưởng']",the promised neverland
Gekijouban Naruto (2015) ,"['hành động', 'hài hước', 'shounen', 'siêu năng lực', 'võ thuật', 'ninja']",gekijouban naruto
Unbreakable Machine-Doll [BD] ,"['hành động', 'học đường', 'ecchi', 'giả tưởng', 'bạo lực', 'seinen']",unbreakable machine-doll
Kamen Rider Drive,"['hành động', 'tokusatsu', 'viễn tưởng']",kamen rider drive
Nghịch Thiên Chi Quyết ,"['võ thuật', 'cartoon']",nghịch thiên chi quyết
"Love, Chunibyo & Other Delusions","['học đường', 'hài hước', 'đời thường', 'drama', 'tình yêu']",love chunibyo & other delusions
Princess Lover! [Blu-ray],"['hành động', 'học đường', 'harem']",princess lover
择天记,"['hành động', 'phiêu lưu', 'cartoon']",择天记
"Food Wars! The Fifth Plate, Shokugeki no Soma 5th Season","['học đường', 'ecchi', 'shounen']",food wars! the fifth plate shokugeki no soma
Baki 2 (Ss2),"['hành động', 'shounen', 'võ thuật']",baki 2 (ss2)
"Nura: Rise of the Yokai Clan, Bách Quỷ Dạ Hành Phần 1","['hành động', 'siêu nhiên', 'shounen', 'ác quỷ']",nura: rise of the yokai clan bách quỷ dạ hành
Thiên Đường Sao Hỏa ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'shounen']",thiên đường sao hỏa
"Fairy King's Daily Life, The Daily Life of the Immortal King","['phép thuật', 'cartoon']",fairy king's daily life the daily life of the immortal king
Tanaka-kun is Always Listless,"['học đường', 'hài hước', 'đời thường']",tanaka-kun is always listless
King Ranking,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'lịch sử']",king ranking
ISUCA [イスカ],"['hành động', 'học đường', 'hài hước', 'ecchi', 'tình yêu', 'siêu nhiên', 'seinen']",isuca [イスカ]
Aikatsu! Idol Katsudou! Idol ga Tsudou! ,"['học đường', 'đời thường', 'music', 'shoujo']",aikatsu idol katsudou idol ga tsudou
ワンパンマン,"['hành động', 'hài hước', 'siêu nhiên', 'siêu năng lực', 'parody', 'viễn tưởng', 'seinen']",ワンパンマン
Stigma of the Wind,"['hành động', 'giả tưởng', 'phép thuật', 'tình yêu', 'shounen']",stigma of the wind
ヘヴィーオブジェクト,"['hành động', 'mecha', 'quân đội', 'viễn tưởng']",ヘヴィーオブジェクト
Love Tyrant ,"['học đường', 'hài hước', 'tình yêu', 'siêu nhiên']",love tyrant
Class President is a Maid!,"['học đường', 'hài hước', 'tình yêu', 'shoujo']",class president is a maid
"BokuBen, We Can't Study, Bokutachi wa Benkyou ga Dekinai 2","['học đường', 'hài hước', 'harem', 'tình yêu', 'shounen']",bokuben we can't study bokutachi wa benkyou ga dekinai
My Love Story!!,"['học đường', 'đời thường', 'tình yêu', 'shounen']",my love story
ストライク・ザ・ブラッド II,"['hành động', 'học đường', 'ecchi', 'giả tưởng', 'ma cà rồng', 'shounen', 'viễn tưởng']",ストライク・ザ・ブラッド ii
"Angel of Massacre, Angel of Slaughter, Angels of Death","['phiêu lưu', 'kinh dị', 'tâm lý', 'thriller']",angel of massacre angel of slaughter angels of death
まよチキ!,"['học đường', 'hài hước', 'tình yêu']",まよチキ!
HxH Special ,"['hành động', 'học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'tình yêu', 'viễn tưởng']",hxh special
Scum's Wish,"['học đường', 'drama', 'tình yêu', 'seinen']",scum's wish
Snow White with the Red Hair ,"['drama', 'giả tưởng', 'lịch sử', 'tình yêu', 'shoujo']",snow white with the red hair
プラスティックメモリーズ,"['đời thường', 'viễn tưởng']",プラスティックメモリーズ
"So, I Can't Play H! [Blu-ray]","['hài hước', 'ecchi', 'tình yêu', 'siêu nhiên']",so i can't play h!
"Ajin: Demi-Human, Ajin (2016), Ajin (TV)","['phiêu lưu', 'kinh dị', 'bỉ ẩn', 'siêu nhiên', 'seinen']",ajin: demi-human ajin
IS: Infinite Stratos Season 2 [BD],"['hành động', 'hài hước', 'harem', 'mecha', 'shounen', 'viễn tưởng']",is infinite stratos
Hataage! Kemono Michi,"['hài hước', 'giả tưởng', 'shounen', 'isekai']",hataage kemono michi
Isekai Cheat Majutsushi,"['hành động', 'phiêu lưu', 'giả tưởng', 'isekai']",isekai cheat majutsushi
The Master of Ragnarok & Blesser of Einherjar ,"['harem', 'giả tưởng', 'isekai']",the master of ragnarok blesser of einherjar
Maou-sama Retry,"['hành động', 'phiêu lưu', 'giả tưởng', 'isekai']",maou-sama retry
Kamen Raidā Zerowan,['tokusatsu'],kamen raidā zerowan
Blast Of Tempest,"['hành động', 'drama', 'giả tưởng', 'phép thuật', 'bỉ ẩn', 'tâm lý', 'shounen']",blast of tempest
Ace of Diamond: Second Season ,"['học đường', 'hài hước', 'thể thao', 'shounen']",ace of diamond
Kamisama Kiss ,"['hài hước', 'giả tưởng', 'tình yêu', 'siêu nhiên', 'shoujo', 'ác quỷ']",kamisama kiss
"The world's best assassin, To reincarnate in a different world aristocrat, The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat, Ansatsu Kizoku","['hành động', 'giả tưởng', 'isekai']",the world's best assassin to reincarnate in a different world aristocrat the world's finest assassin gets reincarnated in another world as an aristocrat ansatsu kizoku
A Certain Magical Index 2 ,"['hành động', 'phép thuật', 'siêu năng lực', 'viễn tưởng']",a certain magical index
Linh Kiếm Sơn ,"['hài hước', 'giả tưởng', 'phép thuật']",linh kiếm sơn
Bửu bối thần kì Phần 17 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
Rokka: Braves of the Six Flowers,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'bỉ ẩn']",rokka braves of the six flowers
Ao no Exorcist Season 2,"['hành động', 'siêu nhiên', 'shounen', 'viễn tưởng', 'ác quỷ']",ao no exorcist
Soul Eater [Blu-ray],"['hành động', 'phiêu lưu', 'hài hước', 'drama', 'phép thuật', 'siêu nhiên']",soul eater
Fights Break Sphere Season 1,"['hành động', 'phiêu lưu', 'siêu nhiên', 'viễn tưởng', 'cartoon']",fights break sphere
"Yowapeda Season 1, Season 2, Season 3","['hài hước', 'drama', 'thể thao', 'shounen']",yowapeda 
"Nura: Rise of the Yokai Clan - Demon Capital, Bách Quỷ Dạ Hành 2","['hành động', 'siêu nhiên', 'shounen', 'ác quỷ']",nura: rise of the yokai clan-demon capital bách quỷ dạ hành
The Last Naruto The Movie ,"['hành động', 'shounen', 'siêu năng lực', 'võ thuật', 'ninja']",the last naruto
"Kishukugakkou no Juliet, Juliet of Boarding School","['hành động', 'học đường', 'hài hước', 'tình yêu', 'shounen']",kishukugakkou no juliet juliet of boarding school
ERASED,"['trinh thám', 'tâm lý', 'siêu nhiên', 'seinen']",erased
Aho Girl,"['học đường', 'hài hước', 'tình yêu']",aho girl
Zero's Familiar 2nd Series ,"['hành động', 'phiêu lưu', 'học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'isekai', 'phép thuật', 'tình yêu']",zero's familiar
Toaru Majutsu no Index Season 3,"['hành động', 'phép thuật', 'siêu năng lực', 'viễn tưởng']",toaru majutsu no index
"Majikoi: Oh! Samurai Girls, Hãy yêu em thật lòng","['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu năng lực', 'võ thuật']",majikoi: oh! samurai girls hãy yêu em thật lòng
聖戦ケルベロス　竜刻のファタリテ,"['phiêu lưu', 'giả tưởng']",聖戦ケルベロス 竜刻のファタリテ
Black Butler,"['hành động', 'hài hước', 'giả tưởng', 'lịch sử', 'siêu nhiên', 'shounen', 'ác quỷ']",black butler
The Ambition of Oda Nobuna [Blu-ray],"['hài hước', 'harem', 'lịch sử', 'tình yêu']",the ambition of oda nobuna
Psycho-Pass ,"['hành động', 'tâm lý', 'đấu súng', 'police', 'viễn tưởng']",psycho-pass
"Our Last Crusade or the Rise of a New World, The Last Battlefield Between You and I, or Perhaps the Beginning of the World's Holy War, Kimisen","['hành động', 'giả tưởng', 'tình yêu', 'quân đội']",our last crusade or the rise of a new world the last battlefield between you and i or perhaps the beginning of the world's holy war kimisen
"The Rising of the Shield Hero Season 2, Tate no Yuusha no Nariagari Season 2","['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'isekai']",the rising of the shield hero tate no yuusha no nariagari
Come Together! to the Seton Academy,"['học đường', 'hài hước', 'seinen']",come together to the seton academy
Hayate the Combat Butler,"['hành động', 'hài hước', 'harem', 'tình yêu', 'parody']",hayate the combat butler
"Mob Psycho 100 2nd Season, Mob Psycho Hyaku, Mob Psycho One Hundred","['hành động', 'hài hước', 'đời thường', 'siêu nhiên']",mob psycho 100 mob psycho hyaku mob psycho one hundred
Thủ Lĩnh Thẻ Bài Sakura,"['phiêu lưu', 'học đường', 'hài hước', 'drama', 'giả tưởng', 'phép thuật', 'tình yêu', 'shoujo']",thủ lĩnh thẻ bài sakura
Teen Titans,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'bỉ ẩn', 'siêu nhiên', 'shounen', 'viễn tưởng', 'cartoon']",teen titans
"Dù vậy, thế giới vẫn tươi đẹp ","['phiêu lưu', 'giả tưởng', 'tình yêu', 'shoujo']",dù vậy thế giới vẫn tươi đẹp
Magic Kaito (2014),"['phiêu lưu', 'hài hước', 'tình yêu', 'shounen']",magic kaito
Nhịp Điệu Thiên Sứ [Bản BluRay],"['hành động', 'học đường', 'hài hước', 'drama', 'siêu nhiên']",nhịp điệu thiên sứ
Sankarea: Undying Love [BD],"['hài hước', 'ecchi', 'kinh dị', 'tình yêu', 'siêu nhiên', 'shounen']",sankarea undying love
Durarara!!,"['hành động', 'bỉ ẩn', 'siêu nhiên']",durarara
Balance:UNLIMITED,['bỉ ẩn'],balance unlimited
Inazuma Eleven Go,"['thể thao', 'shounen', 'siêu năng lực']",inazuma eleven go
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou ,"['học đường', 'hài hước', 'drama', 'thể thao', 'shounen']",haikyuu karasuno koukou vs shiratorizawa gakuen koukou
"Hamefura, I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…, Destruction Flag Otome","['học đường', 'hài hước', 'drama', 'giả tưởng', 'tình yêu', 'isekai']",hamefura i reincarnated into an otome game as a villainess with only destruction flags… destruction flag otome
"Mushoku Tensei: Jobless Reincarnation, Thất nghiệp chuyển sinh- Sang thế giới khác tôi sẽ nghiêm túc","['drama', 'giả tưởng', 'phép thuật', 'isekai']",mushoku tensei: jobless reincarnation thất nghiệp chuyển sinh- sang thế giới khác tôi sẽ nghiêm túc
SAO Alternative Gun Gale Online,"['hành động', 'giả tưởng', 'game', 'quân đội', 'viễn tưởng', 'isekai']",sao alternative gun gale online
Hồ Yêu Tiểu Hồng Nương ,"['hài hước', 'drama', 'tình yêu']",hồ yêu tiểu hồng nương
Nekomonogatari: Shiro ,"['hài hước', 'bỉ ẩn', 'tình yêu', 'siêu nhiên']",nekomonogatari shiro
What do you do at the end of the world? Are you busy? Will you save us? SukaSuka,"['drama', 'giả tưởng', 'tình yêu', 'viễn tưởng']",what do you do at the end of the world are you busy will you save us sukasuka
"Sword Art Online Movie, Ranh giới hư ảo","['hành động', 'phiêu lưu', 'tình yêu', 'game', 'viễn tưởng']",sword art online movie ranh giới hư ảo
Tsugumomo,"['hành động', 'học đường', 'hài hước', 'ecchi', 'siêu nhiên', 'seinen']",tsugumomo
"JoJo's Bizarre Adventure, JoJo no Kimyou na Bouken (2012), JoJo no Kimyou na Bouken Season 1","['hành động', 'phiêu lưu', 'ma cà rồng', 'siêu nhiên', 'shounen']",jojo's bizarre adventure jojo no kimyou na bouken
"Welcome to Demon School! Iruma-kun 2nd Season, Vào Ma Giới rồi đấy! Iruma-kun Phần 2","['học đường', 'hài hước', 'giả tưởng', 'siêu nhiên', 'shounen', 'ác quỷ', 'isekai']",welcome to demon school! iruma-kun vào ma giới rồi đấy! iruma-kun
"hitorinoshita - The Outcast, Nhất Nhân Chi Hạ 2","['hành động', 'siêu nhiên', 'siêu năng lực', 'cartoon']",hitorinoshita-the outcast nhất nhân chi hạ
"Lũ ngốc, Bài kiểm tra và Linh thú triệu hồi phần 2 ","['học đường', 'hài hước', 'tình yêu', 'siêu năng lực']",lũ ngốc bài kiểm tra và linh thú triệu hồi
"Vallove, Ikusa x Koi","['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu nhiên', 'shounen']",vallove ikusa x koi
Steins; Gate [Bluray],"['viễn tưởng', 'thriller']",steins gate
Watashi Nouryoku wa Heikinchi de tte Itta yo ne!,"['hài hước', 'giả tưởng', 'isekai']",watashi nouryoku wa heikinchi de tte itta yo ne
RIN-NE ,"['học đường', 'hài hước', 'tình yêu', 'siêu nhiên', 'shounen']",rin-ne
Vinrando Saga,"['hành động', 'phiêu lưu', 'drama', 'lịch sử', 'seinen']",vinrando saga
"Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs, Otomege Sekai wa Mob ni Kibishii Sekai desu, Mobseka, Thế giới Otomegame thật khắc nghiệt với nhân vật quần chúng","['học đường', 'harem', 'giả tưởng', 'tình yêu', 'isekai']",trapped in a dating sim: the world of otome games is tough for mobs otomege sekai wa mob ni kibishii sekai desu mobseka thế giới otomegame thật khắc nghiệt với nhân vật quần chúng
Aria the Scarlet Ammo [Bluray],"['hành động', 'hài hước', 'tình yêu']",aria the scarlet ammo
The Heroic Legend of Arslan ,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'lịch sử', 'siêu nhiên']",the heroic legend of arslan
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside, I Was Kicked out of the Hero's Party Because I Wasn't a True Companion so I Decided to Have a Slow Life at the Frontier, Henkyou de Slow Life suru Koto ni Shima","['phiêu lưu', 'đời thường', 'giả tưởng']",banished from the hero's party i decided to live a quiet life in the countryside i was kicked out of the hero's party because i wasn't a true companion so i decided to have a slow life at the frontier henkyou de slow life suru koto ni shima
Con Đường Mùa Xuân ,"['học đường', 'hài hước', 'đời thường', 'drama', 'tình yêu', 'shoujo']",con đường mùa xuân
おまもりひまり,"['hành động', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu nhiên', 'ác quỷ']",おまもりひまり
Nguyệt San Thiếu Nữ Nozaki-kun ,"['học đường', 'hài hước', 'tình yêu', 'shounen']",nguyệt san thiếu nữ nozaki-kun
Rurouni Kenshin: Meiji Kenkaku Romantan,"['hành động', 'phiêu lưu', 'hài hước', 'lịch sử', 'tình yêu', 'samurai']",rurouni kenshin meiji kenkaku romantan
"Toàn Chức Pháp Sư Phần 3, Quanzhi Fashi 3","['siêu năng lực', 'võ thuật', 'cartoon', 'isekai']",toàn chức pháp sư quanzhi fashi
OniAi [BD],"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu']",oniai [bd]
"K-Project Sequel, K 2nd Season ","['hành động', 'siêu nhiên', 'siêu năng lực']",k-project sequel k
Alderamin on the Sky,"['hành động', 'phiêu lưu', 'giả tưởng']",alderamin on the sky
Thần Đế Vô Thượng,"['hành động', 'lịch sử', 'siêu nhiên', 'cartoon']",thần đế vô thượng
Dai San Bu Kujo Jotaro: Mirai e no Isan ,"['hành động', 'phiêu lưu', 'shounen']",dai san bu kujo jotaro mirai e no isan
U DU Bạch Thư [Du Hồn Ký] ,"['hành động', 'học đường', 'hài hước', 'giả tưởng', 'shounen', 'võ thuật', 'ác quỷ']",u du bạch thư
Ranma ½ Nettou Hen - Một nửa Ranma,"['hài hước', 'đời thường', 'giả tưởng', 'võ thuật']",ranma ½ nettou hen-một nửa ranma
"Domestic Girlfriend, Dome x Kano, Domekano","['học đường', 'drama', 'tình yêu', 'shounen']",domestic girlfriend dome x kano domekano
Vua Bánh Mỳ Nhật Bản ,"['hài hước', 'đời thường']",vua bánh mỳ nhật bản
Vật Thất Lạc của Bầu Trời ,"['hài hước', 'ecchi', 'harem', 'siêu nhiên', 'viễn tưởng']",vật thất lạc của bầu trời
アマガミSS [Blu-ray],"['học đường', 'hài hước', 'đời thường', 'tình yêu']",アマガミss
Getsuyoubi no Tawawa,"['hài hước', 'đời thường', 'ecchi']",getsuyoubi no tawawa
"Ace of Diamond Act II, Daiya no Ace: Act II","['học đường', 'hài hước', 'thể thao', 'shounen']",ace of diamond act ii daiya no ace: act ii
NAKAIMO - My Little Sister Is Among Them! [BluRay Disc],"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'seinen']",nakaimo-my little sister is among them
Inu X Boku Secret Service,"['hài hước', 'tình yêu', 'siêu nhiên', 'shounen']",inu x boku secret service
World Trigger: Toubousha Hen,"['hành động', 'học đường', 'viễn tưởng']",world trigger toubousha hen
Bản hùng ca về Người Phần 2,"['hành động', 'drama', 'giả tưởng', 'kemonomimi']",bản hùng ca về người
Dies irae,"['hành động', 'phép thuật', 'siêu năng lực']",dies irae
Nhất Nhân Chi Hạ ,"['hành động', 'siêu nhiên', 'siêu năng lực', 'cartoon']",nhất nhân chi hạ
Thế Giới Chỉ Có Chúa Mới Biết ,"['hài hước', 'harem', 'tình yêu', 'siêu nhiên', 'shounen']",thế giới chỉ có chúa mới biết
Chrome Shelled Regios,"['hành động', 'phiêu lưu', 'học đường', 'giả tưởng', 'viễn tưởng']",chrome shelled regios
When Supernatural Battles Became Commonplace ,"['học đường', 'hài hước', 'đời thường', 'tình yêu', 'siêu nhiên']",when supernatural battles became commonplace
手裏剣戦隊ニンニンジャー,['tokusatsu'],手裏剣戦隊ニンニンジャー
Tsubasa Giấc Mơ Sân Cỏ ,"['hành động', 'thể thao', 'shounen']",tsubasa giấc mơ sân cỏ
"Komi Can't Communicate, Komi-san wa, Communication Shougai desu., Komi không thể giao tiếp","['học đường', 'hài hước', 'đời thường', 'shounen']",komi can't communicate komi-san wa communication shougai desu. komi không thể giao tiếp
The Legend of the Legendary Heroes,"['hành động', 'phiêu lưu', 'giả tưởng', 'bỉ ẩn', 'shounen']",the legend of the legendary heroes
RikeKoi,"['hài hước', 'tình yêu']",rikekoi
Bửu bối thần kì Phần 18 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
NouCome [BD] ,"['học đường', 'hài hước', 'tình yêu']",noucome
"Tsure*Dure Children, Tsuredure Children","['học đường', 'hài hước', 'tình yêu', 'shounen']",tsure*dure children tsuredure children
Saenai Heroine no Sodatekata ♭ ,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu']",saenai heroine no sodatekata ♭
"I'm standing on 1,000,000 lives, I'm Standing on a Million Lives","['hành động', 'drama', 'giả tưởng', 'shounen', 'game', 'isekai']",i'm standing on 000 000 lives i'm standing on a million lives
DanganRonpa: The Animation,"['hành động', 'kinh dị', 'bỉ ẩn', 'tâm lý']",danganronpa
I am... ,"['học đường', 'hài hước', 'giả tưởng', 'tình yêu', 'shounen']",i am...
Strike the Blood Third Season 3,"['hành động', 'ecchi', 'giả tưởng', 'ma cà rồng', 'siêu nhiên']",strike the blood third
"Love, Chunibyo & Other Delusions: Heart Throb ","['học đường', 'hài hước', 'đời thường', 'drama', 'tình yêu']",love chunibyo & other delusions: heart throb
Magi: Adventure of Sinbad,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'shounen']",magi adventure of sinbad
The One Being Sung,"['hành động', 'drama', 'giả tưởng', 'viễn tưởng']",the one being sung
"The ""Hentai"" Prince and the Stony Cat","['học đường', 'hài hước', 'harem', 'tình yêu', 'siêu nhiên', 'seinen']",the hentai prince and the stony cat
"Why the hell are you here, Teacher!?","['học đường', 'hài hước', 'ecchi', 'seinen']",why the hell are you here teacher!?
The Familiar of Zero: Rondo of the Princesses,"['hành động', 'phiêu lưu', 'học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'phép thuật', 'tình yêu']",the familiar of zero rondo of the princesses
GOSICK -ゴシック- [Bluray],"['drama', 'lịch sử', 'bỉ ẩn', 'tình yêu']",gosick-ゴシック
Kamen Raidā Birudo,['tokusatsu'],kamen raidā birudo
Khí Công Sư cuối cùng ,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'cartoon']",khí công sư cuối cùng
Aldnoah.Zero 2nd Season,"['hành động', 'mecha', 'viễn tưởng']",aldnoah zero
Em gái tôi dạo này lạ lắm [BD] ,"['hài hước', 'ecchi', 'tình yêu', 'siêu nhiên', 'shounen']",em gái tôi dạo này lạ lắm
"It's Difficult to Love an Otaku, WotaKoi, Love is Hard for Otaku","['hài hước', 'tình yêu']",it's difficult to love an otaku wotakoi love is hard for otaku
KenIchi: The Mightiest Disciple ,"['hành động', 'học đường', 'hài hước', 'shounen', 'võ thuật']",kenichi the mightiest disciple
Natsume's Book of Friends Season 1,"['đời thường', 'drama', 'giả tưởng', 'siêu nhiên', 'shoujo']",natsume's book of friends
Re:Dive,"['hành động', 'phiêu lưu', 'giả tưởng', 'isekai']",re dive
K.Ashura,"['hành động', 'võ thuật']",k ashura
Fuuka,"['học đường', 'drama', 'ecchi', 'music', 'tình yêu', 'shounen']",fuuka
BEATLESS,"['hành động', 'drama', 'tình yêu', 'viễn tưởng']",beatless
Four Rhythm Across the Blue ,"['học đường', 'drama', 'tình yêu', 'viễn tưởng']",four rhythm across the blue
ＣＬＡＮＮＡＤ -クラナド- [Blu-ray],"['học đường', 'hài hước', 'đời thường', 'drama', 'harem', 'siêu nhiên']",ｃｌａｎｎａｄ-クラナド
"UQ Holder!, Yuukyuu Holder, Eternal Holder","['hành động', 'giả tưởng', 'phép thuật', 'shounen', 'viễn tưởng']",uq holder! yuukyuu holder eternal holder
"The Low Tier Character ""Tomozaki-kun"", Jakusha Character Tomozaki-kun, Bottom-tier Character Tomozaki","['học đường', 'drama', 'tình yêu']","the low tier character ""tomozaki-kun"" jakusha character tomozaki-kun bottom-tier character tomozaki"
フリージング [Blu-ray],"['hành động', 'drama', 'ecchi', 'harem', 'tình yêu', 'võ thuật', 'viễn tưởng', 'seinen']",フリージング
SERVAMP（サーヴァンプ）,"['hành động', 'hài hước', 'ma cà rồng', 'siêu nhiên', 'shoujo']",servamp（サーヴァンプ）
"Miss Kobayashi's Dragon Maid S, Kobayashi-san Chi no Maid Dragon 2nd Season, Miss Kobayashi's Dragon Maid 2nd Season, The maid dragon of Kobayashi-san 2nd Season, Hầu gái rồng nhà Kobayashi S","['hài hước', 'đời thường', 'giả tưởng']",miss kobayashi's dragon maid s kobayashi-san chi no maid dragon miss kobayashi's dragon maid the maid dragon of kobayashi-san hầu gái rồng nhà kobayashi s
Gaworare ,"['học đường', 'hài hước', 'harem', 'tình yêu']",gaworare
Kamen Rider Gaim,"['hành động', 'phiêu lưu', 'giả tưởng', 'tokusatsu', 'viễn tưởng']",kamen rider gaim
"I Shaved. Then I Brought a High School Girl Home., Higehiro, Cạo râu xong, tôi nhặt gái về nhà","['drama', 'tình yêu']",i shaved. then i brought a high school girl home. higehiro cạo râu xong tôi nhặt gái về nhà
Shinseiki Evangelion,"['hành động', 'học đường', 'drama', 'mecha', 'viễn tưởng']",shinseiki evangelion
"Gintama.: Silver Soul Arc, Gintama Season 7, Linh Hồn Bạc Phần 7","['hành động', 'hài hước', 'lịch sử', 'shounen', 'parody', 'samurai', 'viễn tưởng']",gintama.: silver soul arc gintama linh hồn bạc
Another [Bluray],"['học đường', 'kinh dị', 'bỉ ẩn', 'thriller']",another
Bửu bối thần kì Phần 10 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
モンスターストライク,"['hành động', 'giả tưởng', 'game']",モンスターストライク
"How a Realist Hero Rebuilt the Kingdom, Re:Construction the Elfrieden Kingdom Tales of Realistic Brave, A Realist Hero's Kingdom Restoration Chronicle","['hành động', 'giả tưởng', 'tình yêu']",how a realist hero rebuilt the kingdom re:construction the elfrieden kingdom tales of realistic brave a realist hero's kingdom restoration chronicle
Fleet Girls Collection KanColle ,"['hành động', 'học đường', 'đời thường', 'game', 'quân đội', 'viễn tưởng']",fleet girls collection kancolle
"Classroom of the Elite, You-zitsu","['học đường', 'đời thường', 'drama', 'tâm lý']",classroom of the elite you-zitsu
Mashiroiro Symphony: Love Is Pure White ,"['học đường', 'drama', 'harem', 'tình yêu']",mashiroiro symphony love is pure white
DragonBall Z Movie 1-10,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",dragonball z
Shana of the Burning Eyes,"['hành động', 'học đường', 'drama', 'giả tưởng', 'tình yêu', 'siêu nhiên']",shana of the burning eyes
ブトゥーム [Blu-ray],"['hành động', 'tâm lý', 'viễn tưởng', 'seinen']",ブトゥーム [blu-ray]
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job [BD] ","['hài hước', 'ecchi', 'giả tưởng', 'tình yêu']",i couldn't become a hero so i reluctantly decided to get a job
Bửu bối thần kì Phần 15 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
Bửu bối thần kì Phần 16 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
Lang Nữ và Hoàng Tử Xấu Tính ,"['học đường', 'hài hước', 'tình yêu', 'shoujo']",lang nữ và hoàng tử xấu tính
Inazuma Eleven Go Chrono Stone,"['thể thao', 'siêu nhiên', 'shounen']",inazuma eleven go chrono stone
"Kakegurui 2nd Season, Kakegurui: Compulsive Gambler 2nd Season","['học đường', 'drama', 'bỉ ẩn', 'tâm lý', 'shounen', 'game']",kakegurui kakegurui: compulsive gambler
PERSONA5 the Animation,"['hành động', 'giả tưởng', 'siêu nhiên']",persona5
The Comic Artist and Assistants,"['hài hước', 'đời thường', 'ecchi', 'harem', 'seinen']",the comic artist and assistants
Kidou Senshi Gundam: Tekketsu no Orphans,"['hành động', 'drama', 'mecha']",kidou senshi gundam tekketsu no orphans
Kakuriyo no Yadomeshi,"['siêu nhiên', 'ác quỷ']",kakuriyo no yadomeshi
